UID,Session,Sample,Mass,Core,Species,Size,d45,d46,d47,sd47,d48,d49,d13C_VPDB,SE_d13C,d18O_VPDB,SE_d18O,D47,1SE_D47
C222,2015-05,ETH-1,4.92,,,,5.781279,11.519361,16.502113,0.010380,22.354335,1.385919,2.061,0.038,-2.108,0.087,0.227864,0.014769
C224,2015-05,ETH-1,3.46,,,,5.794897,11.515767,16.556689,0.010893,22.102509,0.751074,2.076,0.038,-2.112,0.087,0.282093,0.014769
C225,2015-05,ETH-2,3.53,,,,-6.192956,-5.159425,-12.115582,0.012815,-10.399161,0.758405,-10.091,0.038,-18.553,0.087,0.247760,0.014769
C226,2015-05,ETH-3,3.57,,,,5.329278,11.709696,16.626707,0.008973,22.784069,0.672592,1.572,0.038,-1.919,0.087,0.729379,0.014769
C227,2015-05,ETH-4,3.57,,,,-6.232232,-5.278805,-12.066442,0.009474,-10.517725,-1.551916,-10.129,0.038,-18.671,0.087,0.508255,0.014769
C238,2015-05,ETH-3,4.01,,,,5.413804,11.830304,16.799325,0.009488,23.033912,0.103113,1.658,0.038,-1.800,0.087,0.687723,0.014769
C239,2015-05,ETH-4,4.15,,,,-6.263902,-5.313810,-12.130734,0.008852,-10.907333,-0.390325,-10.161,0.038,-18.705,0.087,0.510886,0.014769
C249,2015-05,ETH-1,3.58,,,,5.784096,11.523056,16.533099,0.010945,22.131911,0.175179,2.064,0.038,-2.104,0.087,0.257987,0.014769
C251,2015-05,ETH-3,4.15,,,,5.481315,11.871604,16.904861,0.008814,23.218850,0.708924,1.728,0.038,-1.760,0.087,0.681314,0.014769
C252,2015-05,ETH-4,3.88,,,,-6.264466,-5.344076,-12.168734,0.009508,-10.702235,0.390235,-10.161,0.038,-18.735,0.087,0.500727,0.014769
C256,2015-05,MD88-770_bullo250,3.64,MD88-770,G. bulloides,250-315,4.566467,15.986971,20.023865,0.009730,31.293458,0.416296,0.602,0.038,2.307,0.087,0.712800,0.014769
C257,2015-05,MD00-2360_ruber250,4.07,MD00-2360,G. ruber,250-315,4.859390,12.038406,16.406648,0.010338,23.414580,0.228834,1.059,0.038,-1.593,0.087,0.661267,0.014769
C260,2015-05,ETH-3,3.97,,,,5.507557,11.943907,16.992024,0.010126,23.289230,0.463052,1.754,0.038,-1.688,0.087,0.667497,0.014769
C261,2015-05,SU90-03_bullo250,3.75,SU90-03,G. bulloides,250-315,3.908717,15.439944,18.803621,0.009269,30.121036,0.678594,-0.079,0.038,1.768,0.087,0.716189,0.014769
C262,2015-05,MD95-2014_bullo250,3.9,MD95-2014,G. bulloides,250-315,3.629624,15.317526,18.403040,0.010338,29.951089,1.121500,-0.372,0.038,1.648,0.087,0.729078,0.014769
C263,2015-05,MD88-770_bullo250,3.71,MD88-770,G. bulloides,250-315,4.580063,16.028273,20.093137,0.008503,31.321383,0.860726,0.615,0.038,2.348,0.087,0.730643,0.014769
C266,2015-05,MD88-770_bullo250,3.48,MD88-770,G. bulloides,250-315,4.610922,16.018978,20.117687,0.010136,31.368270,0.665624,0.648,0.038,2.338,0.087,0.732488,0.014769
C267,2015-05,MD00-2360_ruber250,4.11,MD00-2360,G. ruber,250-315,4.827513,12.025833,16.355777,0.009519,23.316880,0.339155,1.026,0.038,-1.606,0.087,0.654602,0.014769
C268,2015-05,SU90-03_bullo250,3.61,SU90-03,G. bulloides,250-315,3.626045,15.244428,18.317822,0.010562,29.776837,0.051966,-0.373,0.038,1.576,0.087,0.717087,0.014769
C269,2015-05,ETH-3,3.86,,,,5.472487,11.825613,16.851467,0.009670,23.110536,0.230577,1.720,0.038,-1.805,0.087,0.682558,0.014769
C272,2015-05,ETH-3,3.81,,,,5.501077,11.926981,16.993537,0.009024,23.463031,-0.304962,1.747,0.038,-1.705,0.087,0.698188,0.014769
C273,2015-05,MD95-2014_bullo250,3.68,MD95-2014,G. bulloides,250-315,3.874812,15.432323,18.759069,0.011447,30.385019,0.691015,-0.115,0.038,1.761,0.087,0.714057,0.014769
C274,2015-05,MD88-770_bullo250,3.65,MD88-770,G. bulloides,250-315,4.628655,16.080843,20.214681,0.009164,31.749585,-0.038808,0.665,0.038,2.399,0.087,0.754262,0.014769
C275,2015-05,MD00-2360_ruber250,3.63,MD00-2360,G. ruber,250-315,4.826561,11.983844,16.309788,0.009482,23.471191,0.188173,1.026,0.038,-1.647,0.087,0.649999,0.014769
C278,2015-05,ETH-3,3.93,,,,5.519355,11.915384,16.995890,0.008782,23.366267,0.233510,1.767,0.038,-1.716,0.087,0.691746,0.014769
C279,2015-05,MD88-770_bullo250,3.44,MD88-770,G. bulloides,250-315,4.639793,16.001522,20.126647,0.009857,31.454740,0.126210,0.680,0.038,2.321,0.087,0.727576,0.014769
C289,2015-05,ETH-1,3.8,,,,5.814021,11.510867,16.558178,0.009263,22.360206,0.598428,2.096,0.038,-2.117,0.087,0.265398,0.014769
C290,2015-05,ETH-2,4.4,,,,-6.183269,-5.155252,-12.086682,0.010306,-10.569105,0.437131,-10.081,0.038,-18.549,0.087,0.266734,0.014769
C291,2015-05,ETH-3,4.21,,,,5.486084,11.864201,16.902293,0.010014,23.246162,0.329683,1.734,0.038,-1.767,0.087,0.681019,0.014769
C292,2015-05,ETH-4,4.28,,,,-6.238112,-5.317399,-12.109608,0.010576,-10.745877,-1.139290,-10.134,0.038,-18.709,0.087,0.508705,0.014769
C299,2015-05,ETH-2,4.83,,,,-6.198543,-5.174503,-12.134053,0.009534,-10.637636,-1.025611,-10.097,0.038,-18.568,0.087,0.250156,0.014769
E303,2017-06,ETH-1,2.23,,,,5.460131,3.059140,7.969110,0.009867,5.750767,-0.051003,2.054,0.038,-2.073,0.087,0.266170,0.014769
E304,2017-06,ETH-3,2.33,,,,5.179607,3.453905,8.420343,0.009209,6.801761,0.145184,1.741,0.038,-1.679,0.087,0.692680,0.014769
E305,2017-06,ETH-2,2.21,,,,-6.394229,-13.314197,-20.130266,0.008869,-26.315685,-0.522587,-9.980,0.038,-18.353,0.087,0.231789,0.014769
E306,2017-06,ETH-3,2.18,,,,5.151761,3.350472,8.287252,0.009289,6.442406,-0.139977,1.715,0.038,-1.782,0.087,0.689190,0.014769
E307,2017-06,ETH-1,2.21,,,,5.409032,2.900499,7.770367,0.009809,5.556698,-0.757783,2.006,0.038,-2.231,0.087,0.277743,0.014769
E308,2017-06,ETH-3,2.07,,,,5.125263,3.311188,8.232666,0.008925,6.553463,-0.851669,1.688,0.038,-1.821,0.087,0.702813,0.014769
E309,2017-06,ETH-2,2.25,,,,-6.437675,-13.439936,-20.281956,0.009751,-26.632228,-1.351281,-10.022,0.038,-18.478,0.087,0.249589,0.014769
E310,2017-06,ETH-3,2.04,,,,5.193725,3.400852,8.403238,0.009451,6.436325,0.336163,1.758,0.038,-1.732,0.087,0.717483,0.014769
E311,2017-06,MD08-3182_pachyS200,2.05,MD08-3182,N. pachyderma (s.),200-250,4.240719,6.798353,10.775233,0.009193,13.381356,-0.205226,0.616,0.038,1.654,0.087,0.740801,0.014769
E313,2017-06,MD08-3179_inflata315,2.11,MD08-3179,G. inflata,315-355,4.169986,7.076235,10.970991,0.008313,13.797404,0.315236,0.530,0.038,1.931,0.087,0.736198,0.014769
E315,2017-06,MD02-2577_menardi560,2.06,MD02-2577,G. menardi menardi,> 560,5.312270,5.168670,10.252218,0.009026,10.114910,-0.776761,1.819,0.038,0.029,0.087,0.706400,0.014769
E316,2017-06,MOCOSED_CWuel400,2.03,MOCOSED,Cibicides wuellerstorfi,400-450,4.815998,9.128009,13.694738,0.010548,18.112167,0.078351,1.143,0.038,3.973,0.087,0.788094,0.014769
E317,2017-06,ETH-1,2.28,,,,5.373610,2.801700,7.619480,0.009284,5.234723,-0.314942,1.972,0.038,-2.329,0.087,0.256563,0.014769
E318,2017-06,MD08-3182_bullo315,2.15,MD08-3182,G. bulloides,315-355,3.489476,7.014036,10.211663,0.009320,13.923028,0.247469,-0.193,0.038,1.871,0.087,0.741233,0.014769
E319,2017-06,MOCOSED_pachyS250,2.06,MOCOSED,N. pachyderma (s.),250-315,4.325015,8.082461,12.113537,0.009176,15.869954,0.314356,0.658,0.038,2.933,0.087,0.730630,0.014769
E320,2017-06,MD08-3179_inflata355,2.16,MD08-3179,G. inflata,355-400,4.401070,6.239239,10.363019,0.009900,12.137334,-0.395375,0.807,0.038,1.097,0.087,0.705561,0.014769
E321,2017-06,ETH-2,2.3,,,,-6.430181,-13.316532,-20.167554,0.009934,-26.249787,-1.276275,-10.019,0.038,-18.356,0.087,0.233459,0.014769
E322,2017-06,MD12-3426_orbulina560,2.0,MD12-3426,Orbulina universa,> 560,5.647389,3.517023,8.961081,0.008643,6.764835,-0.101025,2.237,0.038,-1.617,0.087,0.689726,0.014769
E323,2017-06,MD02-2577_orbulina560,2.06,MD02-2577,Orbulina universa,> 560,5.627507,4.632203,10.060578,0.010089,9.123464,-0.422340,2.175,0.038,-0.506,0.087,0.719200,0.014769
E324,2017-06,ETH-3,2.23,,,,5.106094,3.268348,8.161132,0.009668,6.355533,-0.484878,1.669,0.038,-1.864,0.087,0.690994,0.014769
E325,2017-06,MD08-3179_truncaS450,2.03,MD08-3179,G. truncatulinoides (s.),450-500,4.619894,6.145872,10.504584,0.010299,12.065893,-0.108145,1.044,0.038,1.003,0.087,0.714605,0.014769
E350,2017-06,MD02-2577_menardi500,2.0,MD02-2577,G. menardi menardi,500-560,5.225882,4.913691,9.887386,0.009331,9.411125,-0.133188,1.736,0.038,-0.225,0.087,0.675633,0.014769
E351,2017-06,MD12-3426_menardi500,2.05,MD12-3426,G. menardi menardi,500-560,5.119822,4.809116,9.704989,0.010190,9.343152,-0.595257,1.627,0.038,-0.329,0.087,0.711367,0.014769
E352,2017-06,MD08-3179_ruber250,2.01,MD08-3179,G. ruber,250-315,4.482608,5.043781,9.253691,0.009686,9.695841,-0.475391,0.938,0.038,-0.094,0.087,0.680833,0.014769
E353,2017-06,ETH-3,2.19,,,,5.151512,3.339650,8.277714,0.010192,6.499058,-0.645085,1.715,0.038,-1.793,0.087,0.690820,0.014769
E354,2017-06,MOCOSED_CWuel355,2.01,MOCOSED,Cibicides wuellerstorfi,355-400,4.877981,9.153730,13.782676,0.009787,17.939308,-0.714418,1.208,0.038,3.998,0.087,0.786374,0.014769
E355,2017-06,MD08-3182_bullo250,2.11,MD08-3182,G. bulloides,250-315,3.457656,6.841528,9.996061,0.009907,13.521398,-0.224367,-0.221,0.038,1.699,0.087,0.724698,0.014769
E357,2017-06,MD02-2577_ruber250,2.08,MD02-2577,G. ruber,250-315,4.595354,3.740449,8.088732,0.008346,7.300272,-0.497023,1.107,0.038,-1.392,0.087,0.678317,0.014769
E359,2017-06,MD08-3182_bullo355,2.04,MD08-3182,G. bulloides,355-400,3.546490,7.005029,10.255206,0.008377,13.762795,0.460710,-0.132,0.038,1.861,0.087,0.733392,0.014769
E360,2017-06,MD03-2680_pachyD200,2.09,MD03-2680,N. pachyderma (d.),200-250,4.143474,6.918362,10.775047,0.008916,13.695937,0.071726,0.508,0.038,1.774,0.087,0.719607,0.014769
E361,2017-06,2FPA1_UviMed400,2.17,2FPA1,Uvigerina mediterranea,400-450,3.957989,7.506830,11.175360,0.008986,14.843882,-0.802226,0.288,0.038,2.360,0.087,0.737360,0.014769
E362,2017-06,ETH-2,2.19,,,,-6.409430,-13.326482,-20.151366,0.008976,-26.336162,-0.707617,-9.996,0.038,-18.366,0.087,0.239513,0.014769
E363,2017-06,MD00-2360_menardi560,2.18,MD00-2360,G. menardi menardi,> 560,5.220234,4.653822,9.636552,0.008841,8.876278,-0.491478,1.740,0.038,-0.484,0.087,0.687938,0.014769
E364,2017-06,MD00-2360_ruber250,2.16,MD00-2360,G. ruber,250-315,4.463944,3.326897,7.559214,0.009672,6.479997,-0.182641,0.982,0.038,-1.804,0.087,0.692251,0.014769
E365,2017-06,ETH-3,2.0,,,,5.101184,3.247711,8.151407,0.009243,6.244937,-0.389473,1.665,0.038,-1.884,0.087,0.709885,0.014769
E366,2017-06,MOCOSED_CWuel315,2.08,MOCOSED,Cibicides wuellerstorfi,315-355,4.899786,9.274611,13.903777,0.009428,18.108280,-0.025971,1.227,0.038,4.119,0.087,0.762141,0.014769
E368,2017-06,MD95-2014_bullo315,2.01,MD95-2014,G. bulloides,315-355,5.016456,8.257979,13.002070,0.010026,16.345267,-0.019592,1.389,0.038,3.106,0.087,0.732713,0.014769
E369,2017-06,MD08-3179_inflata315,2.03,MD08-3179,G. inflata,315-355,3.585626,6.790975,10.074692,0.009790,13.285179,-0.057103,-0.083,0.038,1.648,0.087,0.719990,0.014769
E370,2017-06,MD08-3179_inflata400,2.19,MD08-3179,G. inflata,400-450,4.462334,6.132788,10.310756,0.009421,11.900260,-0.249609,0.877,0.038,0.991,0.087,0.692250,0.014769
E372,2017-06,MD08-3179_truncaS355,2.14,MD08-3179,G. truncatulinoides (s.),355-400,4.545888,6.087728,10.367944,0.009089,11.923614,-0.075526,0.967,0.038,0.946,0.087,0.710666,0.014769
E374,2017-06,2FPA1_UviMed400,2.08,2FPA1,Uvigerina mediterranea,400-450,3.916255,7.583333,11.202102,0.009442,14.815319,-0.274746,0.241,0.038,2.437,0.087,0.731109,0.014769
E375,2017-06,MD12-3426_menardi560,2.1,MD12-3426,G. menardi menardi,> 560,5.125614,4.726703,9.633044,0.009508,9.237812,0.372117,1.636,0.038,-0.411,0.087,0.715011,0.014769
E376,2017-06,ETH-3,2.29,,,,5.173366,3.485373,8.446354,0.008786,6.841103,-0.387439,1.733,0.038,-1.648,0.087,0.694533,0.014769
E377,2017-06,MD00-2360_menardi500,2.17,MD00-2360,G. menardi menardi,500-560,5.210059,4.618576,9.578971,0.008704,9.036281,-0.120220,1.730,0.038,-0.519,0.087,0.672822,0.014769
E378,2017-06,ETH-1,2.19,,,,5.426529,2.955392,7.813661,0.008995,5.689730,-0.720348,2.022,0.038,-2.176,0.087,0.243099,0.014769
E379,2017-06,MD00-2360_orbulina500,2.17,MD00-2360,Orbulina universa,500-560,5.575688,3.604656,8.973954,0.010100,6.979268,-0.394333,2.157,0.038,-1.530,0.087,0.690380,0.014769
E380,2017-06,MD08-3179_truncaD400,2.15,MD08-3179,G. truncatulinoides (d.),400-450,4.491460,6.083064,10.308024,0.009687,11.943865,-0.320165,0.910,0.038,0.941,0.087,0.711620,0.014769
E381,2017-06,SU90-03_bullo250,2.15,SU90-03,G. bulloides,250-315,3.219676,6.542348,9.470119,0.008940,12.745688,-0.446187,-0.464,0.038,1.401,0.087,0.740250,0.014769
E382,2017-06,MD04-2720_pachyD200,2.15,MD04-2720,N. pachyderma (d.),200-250,5.062718,8.295094,13.113843,0.008773,16.196598,0.309160,1.437,0.038,3.143,0.087,0.765906,0.014769
E383,2017-06,MD95-2014_bullo315,2.03,MD95-2014,G. bulloides,315-355,3.627725,6.870959,10.190232,0.009264,13.488023,0.100294,-0.041,0.038,1.728,0.087,0.712349,0.014769
E384,2017-06,ETH-2,2.24,,,,-6.409953,-13.326956,-20.155788,0.010772,-26.291288,-0.523246,-9.997,0.038,-18.366,0.087,0.235234,0.014769
E385,2017-06,MD12-3401_bullo250,2.17,MD12-3401,G. bulloides,250-315,4.219580,7.198535,11.154571,0.009536,14.241731,-0.918394,0.578,0.038,2.053,0.087,0.751200,0.014769
E386,2017-06,MD08-3179_inflata250,2.15,MD08-3179,G. inflata,250-315,4.290234,6.146315,10.148207,0.009070,11.936879,-0.260460,0.693,0.038,1.005,0.087,0.694277,0.014769
E387,2017-06,ETH-3,2.26,,,,5.128238,3.305329,8.205576,0.009585,6.190306,-0.238728,1.691,0.038,-1.827,0.087,0.673250,0.014769
E388,2017-06,MD00-2360_ruber250,2.17,MD00-2360,G. ruber,250-315,4.413545,3.350183,7.512285,0.009921,6.470668,-0.391321,0.927,0.038,-1.781,0.087,0.670494,0.014769
E389,2017-06,MD02-2577_ruber250,2.22,MD02-2577,G. ruber,250-315,4.582781,3.870776,8.210467,0.008666,7.685091,-1.263872,1.089,0.038,-1.262,0.087,0.686524,0.014769
E390,2017-06,ETH-3,2.12,,,,5.201351,3.529411,8.514464,0.009320,6.984703,-0.214056,1.761,0.038,-1.604,0.087,0.689780,0.014769
E391,2017-06,MD02-2577_menardi500,2.0,MD02-2577,G. menardi menardi,500-560,5.239253,5.048025,10.053577,0.011188,9.866019,-0.607131,1.745,0.038,-0.091,0.087,0.700434,0.014769
E392,2017-06,MD00-2360_menardi500,2.08,MD00-2360,G. menardi menardi,500-560,5.167780,4.683381,9.608938,0.010123,9.094014,-0.130332,1.683,0.038,-0.454,0.087,0.684767,0.014769
E393,2017-06,MD08-3179_inflata315,2.04,MD08-3179,G. inflata,315-355,4.398896,6.146117,10.290325,0.009173,12.056899,-0.347918,0.808,0.038,1.004,0.087,0.730849,0.014769
E394,2017-06,ETH-1,2.23,,,,5.424233,3.011827,7.869069,0.009218,5.602189,0.024013,2.018,0.038,-2.120,0.087,0.245951,0.014769
E395,2017-06,SU90-03_bullo250,2.17,SU90-03,G. bulloides,250-315,3.258381,6.653108,9.608222,0.009591,13.016954,-0.217095,-0.427,0.038,1.512,0.087,0.727695,0.014769
E396,2017-06,MD08-3182_bullo250,2.17,MD08-3182,G. bulloides,250-315,3.455469,6.882173,10.043713,0.009602,13.515739,-0.166474,-0.225,0.038,1.739,0.087,0.736880,0.014769
E397,2017-06,MOCOSED_CWuel315,2.08,MOCOSED,Cibicides wuellerstorfi,315-355,4.840463,9.119441,13.692420,0.008941,18.122065,-0.904243,1.170,0.038,3.964,0.087,0.764932,0.014769
E398,2017-06,MD04-2720_pachyD200,2.03,MD04-2720,N. pachyderma (d.),200-250,5.051078,8.371858,13.169513,0.011755,16.415651,-0.267882,1.422,0.038,3.219,0.087,0.756667,0.014769
E399,2017-06,ETH-2,2.22,,,,-6.376820,-13.319823,-20.084486,0.009512,-26.454495,-0.657328,-9.962,0.038,-18.359,0.087,0.273706,0.014769
E400,2017-06,MD95-2014_bullo315,2.03,MD95-2014,G. bulloides,315-355,3.595109,6.820575,10.127686,0.009426,13.341905,-0.265822,-0.074,0.038,1.678,0.087,0.737154,0.014769
E401,2017-06,2FPA1_UviMed400,2.17,2FPA1,Uvigerina mediterranea,400-450,3.936480,7.377213,11.011511,0.008738,14.500675,-0.274037,0.270,0.038,2.231,0.087,0.719802,0.014769
E402,2017-06,MD12-3401_bullo250,2.02,MD12-3401,G. bulloides,250-315,4.151898,7.027660,10.926313,0.010148,13.739166,-0.182554,0.513,0.038,1.883,0.087,0.762351,0.014769
E403,2017-06,ETH-3,2.22,,,,5.118208,3.299531,8.193885,0.009741,6.376150,-0.051507,1.681,0.038,-1.833,0.087,0.678482,0.014769
E404,2017-06,MD00-2360_ruber250,2.15,MD00-2360,G. ruber,250-315,4.417353,3.281088,7.452448,0.009950,6.157430,-0.743108,0.934,0.038,-1.849,0.087,0.675397,0.014769
E405,2017-06,MD02-2577_ruber250,2.17,MD02-2577,G. ruber,250-315,4.598414,3.780534,8.113490,0.010299,7.323179,-0.667138,1.109,0.038,-1.352,0.087,0.656832,0.014769
E406,2017-06,MD02-2577_menardi500,2.0,MD02-2577,G. menardi menardi,500-560,5.259552,5.074517,10.104677,0.009958,10.077784,0.244498,1.766,0.038,-0.065,0.087,0.705479,0.014769
E407,2017-06,MD00-2360_menardi500,2.02,MD00-2360,G. menardi menardi,500-560,5.276300,4.663023,9.699424,0.009211,9.116157,-0.342463,1.799,0.038,-0.475,0.087,0.683216,0.014769
E408,2017-06,ETH-3,2.0,,,,5.177087,3.412806,8.366903,0.009534,6.401839,-0.265158,1.739,0.038,-1.720,0.087,0.679972,0.014769
E409,2017-06,MD08-3179_inflata315,2.13,MD08-3179,G. inflata,315-355,4.451546,6.214880,10.383406,0.010405,12.340855,-0.605338,0.862,0.038,1.072,0.087,0.696157,0.014769
E410,2017-06,SU90-03_bullo250,2.04,SU90-03,G. bulloides,250-315,3.275121,6.693126,9.653454,0.009534,13.124039,-0.204274,-0.410,0.038,1.551,0.087,0.714071,0.014769
E411,2017-06,ETH-1,2.16,,,,5.406793,2.898305,7.761652,0.010512,5.454450,-0.356124,2.003,0.038,-2.233,0.087,0.272581,0.014769
E412,2017-06,2FPA1_UviMed400,2.13,2FPA1,Uvigerina mediterranea,400-450,3.856075,7.346865,10.896338,0.009891,14.273247,-0.856561,0.185,0.038,2.201,0.087,0.716918,0.014769
E413,2017-06,MD08-3182_bullo250,2.21,MD08-3182,G. bulloides,250-315,3.456595,6.858526,10.024884,0.009415,13.411942,-0.981487,-0.223,0.038,1.716,0.087,0.740735,0.014769
E414,2017-06,MOCOSED_CWuel315,2.17,MOCOSED,Cibicides wuellerstorfi,315-355,4.930165,9.382034,14.039710,0.008478,18.465892,0.193514,1.256,0.038,4.226,0.087,0.761008,0.014769
E415,2017-06,ETH-3,2.25,,,,5.171734,3.446718,8.417369,0.011052,6.570775,-1.069252,1.732,0.038,-1.686,0.087,0.707439,0.014769
E416,2017-06,MD95-2014_bullo315,2.0,MD95-2014,G. bulloides,315-355,3.610446,6.890408,10.223042,0.008828,13.691956,0.019449,-0.060,0.038,1.747,0.087,0.750541,0.014769
E417,2017-06,2FPA1_UviMed400,2.16,2FPA1,Uvigerina mediterranea,400-450,3.919968,7.412366,11.040407,0.009548,14.611901,-0.602086,0.251,0.038,2.266,0.087,0.733670,0.014769
E418,2017-06,MD12-3401_bullo250,2.0,MD12-3401,G. bulloides,250-315,4.153366,7.076376,10.964846,0.009633,13.993010,-0.442804,0.512,0.038,1.931,0.087,0.749340,0.014769
E419,2017-06,ETH-2,2.24,,,,-6.397698,-13.302932,-20.067265,0.009740,-26.260373,-0.886454,-9.984,0.038,-18.342,0.087,0.301056,0.014769
E420,2017-06,MD00-2360_ruber250,2.22,MD00-2360,G. ruber,250-315,4.383606,3.245848,7.378780,0.008804,6.423256,-0.163419,0.899,0.038,-1.884,0.087,0.670080,0.014769
E421,2017-06,MD02-2577_ruber250,2.01,MD02-2577,G. ruber,250-315,4.583132,3.805483,8.142702,0.009665,7.322215,-0.985346,1.091,0.038,-1.327,0.087,0.681617,0.014769
E422,2017-06,ETH-1,2.03,,,,5.482922,3.020424,7.936176,0.009527,5.641831,0.374209,2.080,0.038,-2.111,0.087,0.243947,0.014769
E423,2017-06,MD04-2720_pachyD200,2.07,MD04-2720,N. pachyderma (d.),200-250,5.035452,8.267868,13.060003,0.009128,16.340306,-0.177909,1.409,0.038,3.116,0.087,0.767197,0.014769
